,customer_id,age,annual_income,months_active,avg_monthly_spend,purchase_frequency,avg_order_value,discount_usage_rate,return_rate,browsing_time_minutes,support_interactions,payment_method,region,customer_segment,estimated_annual_spend,purchase_value_index,engagement_score,discount_dependency,customer_value_score,Cluster,DBSCAN_Cluster,Hierarchical_Cluster
0,33554,53,100473.2117089335,63,121.4305650645986,0.8172677727505312,66.82040307180874,0.1172560325657158,0.0231439770726946,77.29839307918124,2.0,Card,Semi-Urban,Occasional,1457.1667807751833,54.610161992789884,63.17348554901753,0.1172560325657158,99.24128745418295,1,0,1
1,9428,54,54730.64484513024,67,572.5526739973803,3.176550640172249,137.0874492674096,0.2616465984538689,0.4290536465716187,92.13256457547102,2.0,Wallet,Urban,Occasional,6870.6320879685645,435.4652247299707,292.6637569829236,0.2616465984538689,1818.7425631187116,3,8,2
2,200,44,58268.12107913869,57,266.5938962650469,2.713167855558932,71.7968878961216,0.2847845209473695,0.0118539298572257,155.1947682529923,1.0,UPI,Rural,Occasional,3199.126755180563,194.7970083689253,421.06945657493657,0.2847845209473695,723.3139898345377,0,1,3
3,12448,54,64829.79565413841,40,691.4523582303511,5.553977153659114,105.5011853137618,0.1048318728979062,0.399686280061852,113.917756218565,0.0,Wallet,Rural,High_Value,8297.428298764215,585.9511729165894,632.6966154340184,0.1048318728979062,3840.3106004550873,3,-1,2
4,39490,28,27431.46787327139,15,832.6647922901562,1.348388848422777,354.5685344441105,0.4092037328990258,0.0395167187775619,50.12365569083919,1.0,Card,Semi-Urban,Occasional,9991.977507481875,478.09625784604594,67.58617837571043,0.4092037328990258,1122.7559203983146,2,0,3
5,42725,67,13511.06164389557,49,212.4154317193359,1.295646650519839,92.52967205176604,0.4350556640532745,0.188970414427026,131.1014168172288,1.0,UPI,Semi-Urban,Occasional,2548.985180632031,119.88575966756983,169.86111157764776,0.4350556640532745,275.2153426258831,1,2,1
6,10823,50,66876.74328415484,60,453.2533527265212,3.41862070256025,102.5780177203026,0.108830121751769,0.0164312421318721,190.578001608316,2.0,Card,Rural,Occasional,5439.040232718255,350.67533500621863,651.5139017507497,0.108830121751769,1549.5012951357287,0,3,0
7,49499,64,44542.6209036071,59,193.6487622814437,2.003375207684828,64.47704628644091,0.2275169497621805,0.1274855722604361,7.365580970053989,1.0,Card,Rural,Occasional,2323.7851473773244,129.17171599500284,14.756022305601327,0.2275169497621805,387.9511293534972,0,3,0
8,4145,46,62195.52542318222,53,274.825091486872,0.3694136897714731,200.6881437943961,0.2522670641166797,0.1899573411125503,22.63522929948371,1.0,UPI,Urban,Occasional,3297.901097842464,74.13694769247583,8.361763574345634,0.2522670641166797,101.52415108794804,2,4,0
9,36959,50,34685.25433615899,39,925.5864886354484,5.61978748895967,139.821178576974,0.1862180675258514,0.1921103617112076,22.47901076001566,3.0,Wallet,Rural,High_Value,11107.03786362538,785.7653100584744,126.32726343332581,0.1862180675258514,5201.599368783604,2,-1,3
10,43107,45,60650.9621953484,10,519.5444520759468,0.7241679051104851,301.3305435833723,0.5051759616986348,0.1286286219883209,86.00833212434196,2.0,Card,Rural,Occasional,6234.533424911361,218.21390849257443,62.284473696531556,0.5051759616986348,376.2374174716132,2,-1,3
11,38696,64,85521.1866315621,64,155.8862607713507,6.151184809488701,21.79866202933389,0.3441762542324706,0.0592356064741621,126.654781241275,2.0,Card,Urban,Loyal,1870.6351292562083,134.08759874201675,779.0769664204453,0.3441762542324706,958.8851992647267,0,5,0
12,6189,38,40270.90586727695,60,58.58259776679883,3.2444258228596,13.80224327429285,0.3004235950989891,0.3026578317514838,73.44758213272384,0.0,Card,Semi-Urban,Regular,702.991173201586,44.780354492505964,238.29523209801062,0.3004235950989891,190.06689296479925,1,0,0
13,1415,25,16280.51531871437,48,71.54113508811407,4.91084130268016,18.94322540360117,0.1323525379746026,0.3905357915805484,101.6001576545289,1.0,Card,Semi-Urban,Regular,858.493621057369,93.02717371798465,498.9422505686763,0.1323525379746026,351.3271610313314,1,0,1
14,18472,45,44542.6209036071,68,214.0414505358172,3.56512465630459,46.88622253506677,0.0791653681220587,0.1425197916531578,31.05952573368141,1.0,Wallet,Semi-Urban,Regular,2568.4974064298067,167.15522800075044,110.73108100627452,0.0791653681220587,763.0844527764413,3,6,2
15,29283,48,36535.45635313846,72,159.7013182944126,3.82862220414103,33.07388972312902,0.3808509966455972,0.1147396359138277,96.59638313352748,0.0,UPI,Urban,Regular,1916.4158195329512,126.62742857128359,369.8310573047374,0.3808509966455972,611.4360132525821,0,4,0
16,15178,53,29415.39209738606,28,166.7385463472982,1.345540380232831,71.08747636685189,0.0745205087715335,0.2032440267557703,7.897929884953998,1.0,Card,Urban,Occasional,2000.8625561675785,95.65106998044628,10.62698358045324,0.0745205087715335,224.35344705161313,0,5,0
17,34305,39,33533.93338041808,31,1393.048493220705,6.093235603685162,196.3911212108861,0.2016640024066185,0.0343840800186923,77.85028888577091,1.0,Card,Urban,Occasional,16716.58191864846,1196.6573720098195,474.3601519959546,0.2016640024066185,8488.172676552369,2,-1,3
18,12610,23,34947.61982180756,61,321.8988409933177,4.449280956002629,59.07180114079668,0.370889348480571,0.0282339545667436,63.64166031277856,1.0,UPI,Urban,Loyal,3862.786091919813,262.82703985252107,283.159627238034,0.370889348480571,1432.218382990887,0,4,0
19,12145,26,29991.29824906878,22,163.5119248729794,4.91084130268016,19.99950547659349,0.2843580064854764,0.2923653692434396,61.78132869181202,3.0,Card,Urban,Regular,1962.1430984757526,98.21439752763337,303.3983006742093,0.2843580064854764,802.9811141469626,0,5,0
20,6114,48,87828.76184653472,24,169.658889696916,5.425548205189401,26.40379999949204,0.2026883517332467,0.1580079816546826,28.29004584869795,0.0,UPI,Urban,Regular,2035.906676362992,143.25508969742393,153.48900747912901,0.2026883517332467,920.492484489529,0,4,0
21,15909,23,14063.73052750162,37,113.0200115600717,9.182753997278049,11.09915957807515,0.1283934659159544,0.1921617946560108,35.91086296985719,1.0,UPI,Urban,Loyal,1356.2401387208604,101.92085198199653,329.7606204821604,0.1283934659159544,1037.8349629256595,0,4,0
22,822,47,21966.24387562728,72,351.9684860339788,7.124360164948196,43.32260989025504,0.0952383781892797,0.2310038985073146,61.78132869181202,2.0,Card,Urban,High_Value,4223.621832407745,308.64587614372374,440.15243706951657,0.0952383781892797,2507.550261217604,0,5,0
23,15119,58,25274.15767196804,67,68.66444360114295,3.663218822859859,14.72468829138763,0.3618642940802211,0.1334236206302257,34.17680147894437,3.0,Card,Semi-Urban,Regular,823.9733232137154,53.93975530975534,125.19710248281368,0.3618642940802211,251.53288226090606,1,0,1
24,13467,34,46089.68907984041,39,65.06560236346932,7.554193616450225,7.606281232440693,0.5338237776919375,0.063277726571546,53.23743397568818,3.0,UPI,Urban,Loyal,780.7872283616318,57.45932113102864,402.16588389533393,0.5338237776919375,491.5181580246086,0,4,0
25,26498,49,63911.66305320236,44,123.2442418892027,1.869350115365704,42.9519706323796,0.488883905415215,0.1489641543903998,37.33113073876215,2.0,Card,Urban,Regular,1478.9309026704323,80.29227125682313,69.7849535532372,0.488883905415215,230.3866377937398,0,5,0
26,42112,60,55489.32082837883,27,611.6986437203226,2.099378260844627,197.3617262042825,0.0714756830540672,0.2062083587374003,29.06473504227488,2.0,Card,Urban,Occasional,7340.383724643871,414.33691751604,61.017872904960925,0.0714756830540672,1284.1868348145879,2,5,0
