age,annual_income,months_active,avg_monthly_spend,purchase_frequency,avg_order_value,discount_usage_rate,return_rate,browsing_time_minutes,support_interactions,payment_method_UPI,payment_method_Wallet,region_Semi-Urban,region_Urban,cluster,Cluster,KCluster
0.5892171628866435,1.8905986390830296,1.275919246913816,-1.082266610000132,-1.3092971979954175,-0.1541975781147597,0.0,0.0,0.3929176800924945,0.4373174338068333,-0.6514754492333475,-0.5046520181087112,1.5122429632537877,-0.991436664005765,2,0,0
0.6547062564567002,0.344375039159458,1.4683473038124542,1.1795145750976093,-0.4157822767064611,0.8524509974414278,0.0,0.0,0.7672909071726494,0.4373174338068333,-0.6514754492333475,1.9815634617844369,-0.6612694020069169,1.0086373000970492,0,1,1
-0.0001846792438675,0.4639679625910125,0.9872771615658592,-0.3550864063656032,-0.7136205838027799,-0.0833068333572817,0.0,0.0,2.3396584609093,-0.3955729669222895,1.5349772599670402,-0.5046520181087112,-0.6612694020069169,-0.991436664005765,3,0,0
0.6547062564567002,0.6857455687624169,0.1694579197466476,1.7763038456666365,0.1798943374861766,0.3987502309935686,0.0,0.0,1.291413425084866,-1.2284633676514125,-0.6514754492333475,1.9815634617844369,-0.6612694020069169,-0.991436664005765,0,1,1
-1.048010176364776,-0.5783969271373215,-1.03321743586984,2.4834239057526264,-1.011458890899099,3.929109319915973,0.0,0.0,-0.280954128651784,-0.3955729669222895,-0.6514754492333475,-0.5046520181087112,1.5122429632537877,-0.991436664005765,1,1,1
1.5060644728674384,-1.048926461949995,0.6024210477685831,-0.625898344270876,-1.011458890899099,0.2144342946241258,0.0,0.0,1.7406612975810518,-0.3955729669222895,1.5349772599670402,-0.5046520181087112,1.5122429632537877,-0.991436664005765,2,0,0
0.3927498821764731,0.7549391002108036,1.1315982042398376,0.5827253045285822,-0.4157822767064611,0.3562157841390818,0.0,0.0,3.2131959907629937,0.4373174338068333,-0.6514754492333475,-0.5046520181087112,-0.6612694020069169,-0.991436664005765,3,0,0
1.309597192157268,-3.904854300378414e-06,1.083491190015178,-0.721184026126435,-0.7136205838027799,-0.1825538760177509,0.0,0.0,-1.3541573796148945,-0.3955729669222895,-0.6514754492333475,-0.5046520181087112,-0.6612694020069169,-0.991436664005765,3,0,0
0.130793507896246,0.5967100231663981,0.7948491046672211,-0.3149661192685257,-1.3092971979954175,1.7456743813856506,0.0,0.0,-0.9797841525347396,-0.3955729669222895,1.5349772599670402,-0.5046520181087112,-0.6612694020069169,1.0086373000970492,1,1,1
0.3927498821764731,-0.3331942514526137,0.121350905521988,2.949822243256152,0.1798943374861766,0.880807295344419,0.0,0.0,-0.9797841525347396,1.2702078345359562,-0.6514754492333475,1.9815634617844369,-0.6612694020069169,-0.991436664005765,1,1,1
0.0653044143261892,0.5444853010912846,-1.2737525069931377,0.9137176730794712,-1.3092971979954175,3.1776674254867063,0.0,0.0,0.6175416163405875,0.4373174338068333,-0.6514754492333475,-0.5046520181087112,-0.6612694020069169,-0.991436664005765,1,1,1
1.309597192157268,1.385185018068727,1.3240262611384757,-0.9117553898375528,0.4777326445824955,-0.7922142809320617,0.0,0.0,1.6158702218876668,0.4373174338068333,-0.6514754492333475,-0.5046520181087112,-0.6612694020069169,1.0086373000970492,3,0,0
-0.3931192406642082,-0.1444077965726725,1.1315982042398376,-1.398213870889617,-0.4157822767064611,-0.9056394725440264,0.0,0.0,0.2930848195377866,-1.2284633676514125,-0.6514754492333475,-0.5046520181087112,1.5122429632537877,-0.991436664005765,2,0,0
-1.2444774570749464,-0.9553275911241118,0.5543140335439236,-1.333018404356866,-0.1179439696101422,-0.8347487277865485,0.0,0.0,0.9919148434207422,-0.3955729669222895,-0.6514754492333475,-0.5046520181087112,1.5122429632537877,-0.991436664005765,2,0,0
0.0653044143261892,-3.904854300378414e-06,1.5164543180371135,-0.6158682724966067,-0.4157822767064611,-0.4377605571446717,0.0,0.0,-0.7551602162866468,-0.3955729669222895,-0.6514754492333475,1.9815634617844369,1.5122429632537877,-0.991436664005765,0,1,1
0.2617716950363595,-0.2706597945989178,1.7088823749357516,-0.8916952462890141,-0.4157822767064611,-0.6220764935141145,0.0,0.0,0.8671237677273573,-1.2284633676514125,1.5349772599670402,-0.5046520181087112,-0.6612694020069169,1.0086373000970492,3,0,0
0.5892171628866435,-0.5113329474628715,-0.4078262509492664,-0.8565899950790713,-1.011458890899099,-0.0833068333572817,0.0,0.0,-1.3541573796148945,-0.3955729669222895,-0.6514754492333475,-0.5046520181087112,-0.6612694020069169,1.0086373000970492,3,0,0
-0.3276301470941514,-0.3721346267474556,-0.2635052082752879,5.296859038435182,0.4777326445824955,1.688961785579668,0.0,0.0,0.3929176800924945,-0.3955729669222895,-0.6514754492333475,-0.5046520181087112,-0.6612694020069169,1.0086373000970492,1,1,1
-1.37545564421506,-0.3243380202657659,1.1797052184644972,-0.0792594325731957,-0.1179439696101422,-0.2534446207752289,0.0,0.0,0.0435026681510167,-0.3955729669222895,1.5349772599670402,-0.5046520181087112,-0.6612694020069169,1.0086373000970492,3,0,0
